Rank,name,pokedex_number,abilities,typing,hp,attack,defense,special_attack,special_defense,speed,height,weight,genus,gen_introduced,female_rate,genderless,baby_pokemon,legendary,mythical,is_default,forms_switchable,base_experience,capture_rate,egg_groups,egg_cycles,base_happiness,can_evolve,evolves_from,primary_color,shape,number_pokemon_with_typing,defense_vs_normal,defense_vs_fire,defense_vs_water,defense_vs_electric,defense_vs_grass,defense_vs_ice,defense_vs_fighting,defense_vs_poison,defense_vs_ground,defense_vs_flying,defense_vs_psychic,defense_vs_bug,defense_vs_rock,defense_vs_ghost,defense_vs_dragon,defense_vs_dark,defense_vs_steel,defense_vs_fairy
LC,Lillipup,506,Vital Spirit~Pickup~Run Away,Normal,45,60,45,25,45,55,4,41,Puppy Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,55,255,Field,15,70,TRUE,,Brown,Quadruped,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
NFE,Herdier,507,Intimidate~Sand Rush~Scrappy,Normal,65,80,65,35,65,60,9,147,Loyal Dog Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,130,120,Field,15,70,TRUE,Lillipup,Gray,Quadruped,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
(PU),Stoutland,508,Intimidate~Sand Rush~Scrappy,Normal,85,110,90,45,90,80,12,610,Big-Hearted Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,225,45,Field,15,70,FALSE,Herdier,Gray,Quadruped,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
LC,Purrloin,509,Limber~Unburden~Prankster,Dark,41,50,37,50,37,66,4,101,Devious Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,56,255,Field,20,70,TRUE,,Purple,Quadruped,14,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
(PU),Liepard,510,Limber~Unburden~Prankster,Dark,64,88,50,88,50,106,11,375,Cruel Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,156,90,Field,20,70,FALSE,Purrloin,Purple,Quadruped,14,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
LC,Munna,517,Forewarn~Synchronize~Telepathy,Psychic,76,25,45,67,55,24,6,233,Dream Eater Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,58,190,Field,10,70,TRUE,,Pink,Quadruped,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
(PU),Musharna,518,Forewarn~Synchronize~Telepathy,Psychic,116,55,85,107,95,29,11,605,Drowsing Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,170,75,Field,10,70,FALSE,Munna,Pink,Humanoid,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
LC,Pidove,519,Big Pecks~Super Luck~Rivalry,Normal~Flying,50,55,50,36,30,43,3,21,Tiny Pigeon Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,53,255,Flying,15,70,TRUE,,Gray,Wings,27,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
NFE,Tranquill,520,Big Pecks~Super Luck~Rivalry,Normal~Flying,62,77,62,50,42,65,6,150,Wild Pigeon Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,125,120,Flying,15,70,TRUE,Pidove,Gray,Wings,27,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
(PU),Unfezant,521,Big Pecks~Super Luck~Rivalry,Normal~Flying,80,115,80,65,55,93,12,290,Proud Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,220,45,Flying,15,70,FALSE,Tranquill,Gray,Wings,27,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
LC,Roggenrola,524,Sturdy~Weak Armor~Sand Force,Rock,55,75,85,25,25,15,4,180,Mantle Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,56,255,Mineral,15,70,TRUE,,Blue,Legs,16,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
NFE,Boldore,525,Sturdy~Weak Armor~Sand Force,Rock,70,105,105,50,40,20,9,1020,Ore Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,137,120,Mineral,15,70,TRUE,Roggenrola,Blue,Tentacles,16,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
PU,Gigalith,526,Sturdy~Sand Stream~Sand Force,Rock,85,135,130,60,80,25,17,2600,Compressed Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,232,45,Mineral,15,70,FALSE,Boldore,Blue,Tentacles,16,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
NFE,Woobat,527,Unaware~Klutz~Simple,Psychic~Flying,65,45,43,55,43,72,4,21,Bat Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,65,190,Field~Flying,15,70,TRUE,,Blue,Wings,8,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
(PU),Swoobat,528,Unaware~Klutz~Simple,Psychic~Flying,67,57,55,77,55,114,9,105,Courting Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,149,45,Field~Flying,15,70,FALSE,Woobat,Blue,Wings,8,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
LC,Drilbur,529,Sand Rush~Sand Force~Mold Breaker,Ground,60,85,40,30,45,68,3,85,Mole Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,66,120,Field,20,70,TRUE,,Gray,Upright,17,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
UU,Excadrill,530,Sand Rush~Sand Force~Mold Breaker,Ground~Steel,110,135,60,50,65,88,7,404,Subterrene Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,178,60,Field,20,70,FALSE,Drilbur,Gray,Humanoid,6,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5
PU,Audino,531,Healer~Regenerator~Klutz,Normal,103,60,86,60,86,50,11,310,Hearing Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,390,255,Fairy,20,70,FALSE,,Pink,Upright,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
LC,Timburr,532,Guts~Sheer Force~Iron Fist,Fighting,75,80,55,25,35,35,6,125,Muscular Pokémon,5,0.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,180,Human-Like,20,70,TRUE,,Gray,Humanoid,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
NFE,Gurdurr,533,Guts~Sheer Force~Iron Fist,Fighting,85,105,85,40,50,40,12,400,Muscular Pokémon,5,0.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,142,90,Human-Like,20,70,TRUE,Timburr,Gray,Humanoid,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
UU,Conkeldurr,534,Guts~Sheer Force~Iron Fist,Fighting,105,140,95,55,65,45,14,870,Muscular Pokémon,5,0.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,227,45,Human-Like,20,70,FALSE,Gurdurr,Brown,Humanoid,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
LC,Tympole,535,Swift Swim~Hydration~Water Absorb,Water,50,50,40,50,40,64,5,45,Tadpole Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,59,255,Water 1,20,70,TRUE,,Blue,Fish,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
NFE,Palpitoad,536,Swift Swim~Hydration~Water Absorb,Water~Ground,75,65,55,65,55,69,8,170,Vibration Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,134,120,Water 1,20,70,TRUE,Tympole,Blue,Upright,10,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
UU,Seismitoad,537,Swift Swim~Poison Touch~Water Absorb,Water~Ground,105,95,75,85,75,74,15,620,Vibration Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,229,45,Water 1,20,70,FALSE,Palpitoad,Blue,Humanoid,10,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
(PU),Throh,538,Guts~Inner Focus~Mold Breaker,Fighting,120,100,85,30,85,45,13,555,Judo Pokémon,5,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,163,45,Human-Like,20,70,FALSE,,Red,Humanoid,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
(PU),Sawk,539,Sturdy~Inner Focus~Mold Breaker,Fighting,75,125,75,30,75,85,14,510,Karate Pokémon,5,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,163,45,Human-Like,20,70,FALSE,,Blue,Humanoid,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
LC,Venipede,543,Poison Point~Swarm~Speed Boost,Bug~Poison,30,45,59,30,39,57,4,53,Centipede Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,52,255,Bug,15,70,TRUE,,Red,Armor,13,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
NFE,Whirlipede,544,Poison Point~Swarm~Speed Boost,Bug~Poison,40,55,99,40,79,47,12,585,Curlipede Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,126,120,Bug,15,70,TRUE,Venipede,Gray,Ball,13,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
RUBL,Scolipede,545,Poison Point~Swarm~Speed Boost,Bug~Poison,60,100,89,55,69,112,25,2005,Megapede Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,218,45,Bug,20,70,FALSE,Whirlipede,Red,Armor,13,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
LC,Cottonee,546,Prankster~Infiltrator~Chlorophyll,Grass~Fairy,40,27,60,37,50,66,3,6,Cotton Puff Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,56,190,Grass~Fairy,20,70,TRUE,,Green,Ball,5,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
PU,Whimsicott,547,Prankster~Infiltrator~Chlorophyll,Grass~Fairy,60,67,85,77,75,116,7,66,Windveiled Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,168,75,Grass~Fairy,20,70,FALSE,Cottonee,Green,Humanoid,5,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
LC,Petilil,548,Chlorophyll~Own Tempo~Leaf Guard,Grass,45,35,50,70,50,30,5,66,Bulb Pokémon,5,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,56,190,Grass,20,70,TRUE,,Green,Blob,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
(PU),Lilligant,549,Chlorophyll~Own Tempo~Leaf Guard,Grass,70,60,75,110,75,90,11,163,Flowering Pokémon,5,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,168,75,Grass,20,70,FALSE,Petilil,Green,Blob,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
LC,Sandile,551,Intimidate~Moxie~Anger Point,Ground~Dark,50,72,35,35,35,65,7,152,Desert Croc Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,58,180,Field,20,70,TRUE,,Brown,Quadruped,3,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
NFE,Krokorok,552,Intimidate~Moxie~Anger Point,Ground~Dark,60,82,45,45,45,74,10,334,Desert Croc Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,123,90,Field,20,70,TRUE,Sandile,Brown,Quadruped,3,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
UU,Krookodile,553,Intimidate~Moxie~Anger Point,Ground~Dark,95,117,80,65,70,92,15,963,Intimidation Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,234,45,Field,20,70,FALSE,Krokorok,Red,Upright,3,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
LC,Darumaka,554,Hustle~Inner Focus,Fire,70,90,45,15,45,50,6,375,Zen Charm Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,63,120,Field,20,70,TRUE,,Red,Humanoid,34,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
(PU),Maractus,556,Water Absorb~Chlorophyll~Storm Drain,Grass,75,86,67,106,67,60,10,280,Cactus Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,161,255,Grass,20,70,FALSE,,Green,Blob,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
LC,Dwebble,557,Sturdy~Shell Armor~Weak Armor,Bug~Rock,50,65,85,35,35,55,3,145,Rock Inn Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,65,190,Bug~Mineral,20,70,TRUE,,Red,Armor,5,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
(PU),Crustle,558,Sturdy~Shell Armor~Weak Armor,Bug~Rock,70,105,125,65,75,45,14,2000,Stone Home Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,170,75,Bug~Mineral,20,70,FALSE,Dwebble,Red,Armor,5,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
NFE,Scraggy,559,Shed Skin~Moxie~Intimidate,Dark~Fighting,50,75,70,35,70,48,6,118,Shedding Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,70,180,Field~Dragon,15,35,TRUE,,Yellow,Upright,4,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
PU,Scrafty,560,Shed Skin~Moxie~Intimidate,Dark~Fighting,65,90,115,45,115,58,11,300,Hoodlum Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,171,90,Field~Dragon,15,70,FALSE,Scraggy,Red,Upright,4,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
NUBL,Sigilyph,561,Wonder Skin~Magic Guard~Tinted Lens,Psychic~Flying,72,58,80,103,80,97,14,140,Avianoid Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,172,45,Flying,20,70,FALSE,,Black,Wings,8,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
LC,Yamask,562,Mummy,Ghost,38,30,85,55,65,30,5,15,Spirit Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,190,Mineral~Amorphous,25,70,TRUE,,Black,Arms,15,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
(PU),Cofagrigus,563,Mummy,Ghost,58,50,145,95,105,30,17,765,Coffin Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,169,90,Mineral~Amorphous,25,70,FALSE,Yamask,Yellow,Blob,15,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
LC,Tirtouga,564,Solid Rock~Sturdy~Swift Swim,Water~Rock,54,78,103,53,45,22,7,165,Prototurtle Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,71,45,Water 1~Water 3,30,70,TRUE,,Blue,Quadruped,11,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
(PU),Carracosta,565,Solid Rock~Sturdy~Swift Swim,Water~Rock,74,108,133,83,65,32,12,810,Prototurtle Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,173,45,Water 1~Water 3,30,70,FALSE,Tirtouga,Blue,Upright,11,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
LC,Archen,566,Defeatist,Rock~Flying,55,112,45,74,45,70,5,95,First Bird Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,71,45,Flying~Water 3,30,70,TRUE,,Yellow,Wings,6,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
PU,Archeops,567,Defeatist,Rock~Flying,75,140,65,112,65,110,14,320,First Bird Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,177,45,Flying~Water 3,30,70,FALSE,Archen,Yellow,Wings,6,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
LC,Trubbish,568,Stench~Sticky Hold~Aftermath,Poison,50,50,62,40,62,65,6,310,Trash Bag Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,66,190,Mineral,20,70,TRUE,,Green,Humanoid,16,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
NU,Garbodor,569,Stench~Weak Armor~Aftermath,Poison,80,95,82,60,82,75,19,1073,Trash Heap Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,166,60,Mineral,20,70,FALSE,Trubbish,Green,Humanoid,16,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
LC,Zorua,570,Illusion,Dark,40,65,40,80,40,65,7,125,Tricky Fox Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,66,75,Field,25,70,TRUE,,Gray,Quadruped,14,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
NU,Zoroark,571,Illusion,Dark,60,105,60,120,60,105,16,811,Illusion Fox Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,179,45,Field,20,70,FALSE,Zorua,Gray,Upright,14,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
LC,Minccino,572,Cute Charm~Technician~Skill Link,Normal,55,50,40,40,40,75,4,58,Chinchilla Pokémon,5,0.75,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,255,Field,15,70,TRUE,,Gray,Quadruped,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
(PU),Cinccino,573,Cute Charm~Technician~Skill Link,Normal,75,95,60,65,60,115,5,75,Scarf Pokémon,5,0.75,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,165,60,Field,15,70,FALSE,Minccino,Gray,Quadruped,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
NFE,Gothita,574,Frisk~Competitive~Shadow Tag,Psychic,45,30,50,55,65,45,4,58,Fixation Pokémon,5,0.75,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,58,200,Human-Like,20,70,TRUE,,Purple,Humanoid,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
NFE,Gothorita,575,Frisk~Competitive~Shadow Tag,Psychic,60,45,70,75,85,55,7,180,Manipulate Pokémon,5,0.75,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,137,100,Human-Like,20,70,TRUE,Gothita,Purple,Humanoid,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
(PU),Gothitelle,576,Frisk~Competitive~Shadow Tag,Psychic,70,55,95,95,110,65,15,440,Astral Body Pokémon,5,0.75,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,221,50,Human-Like,20,70,FALSE,Gothorita,Purple,Humanoid,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
LC,Solosis,577,Overcoat~Magic Guard~Regenerator,Psychic,45,30,40,105,50,20,3,10,Cell Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,58,200,Amorphous,20,70,TRUE,,Green,Ball,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
NFE,Duosion,578,Overcoat~Magic Guard~Regenerator,Psychic,65,40,50,125,60,30,6,80,Mitosis Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,130,100,Amorphous,20,70,TRUE,Solosis,Green,Ball,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
RU,Reuniclus,579,Overcoat~Magic Guard~Regenerator,Psychic,110,65,75,125,85,30,10,201,Multiplying Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,221,50,Amorphous,20,70,FALSE,Duosion,Green,Arms,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
LC,Vanillite,582,Ice Body~Snow Cloak~Weak Armor,Ice,36,50,50,65,60,44,4,57,Fresh Snow Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,255,Mineral,20,70,TRUE,,White,Blob,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
NFE,Vanillish,583,Ice Body~Snow Cloak~Weak Armor,Ice,51,65,65,80,75,59,11,410,Icy Snow Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,138,120,Mineral,20,70,TRUE,Vanillite,White,Blob,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
(PU),Vanilluxe,584,Ice Body~Snow Warning~Weak Armor,Ice,71,95,85,110,95,79,13,575,Snowstorm Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,241,45,Mineral,20,70,FALSE,Vanillish,White,Heads,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
(PU),Emolga,587,Static~Motor Drive,Electric~Flying,55,75,60,75,60,103,4,50,Sky Squirrel Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,150,200,Field,20,70,FALSE,,White,Quadruped,6,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
LC,Karrablast,588,Swarm~Shed Skin~No Guard,Bug,50,75,45,40,45,60,5,59,Clamping Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,63,200,Bug,15,70,TRUE,,Blue,Humanoid,19,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
NU,Escavalier,589,Swarm~Shell Armor~Overcoat,Bug~Steel,70,135,105,60,105,20,10,330,Cavalry Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,173,75,Bug,15,70,FALSE,Karrablast,Gray,Arms,7,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
LC,Foongus,590,Effect Spore~Regenerator,Grass~Poison,69,55,45,55,55,15,2,10,Mushroom Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,59,190,Grass,20,70,TRUE,,White,Arms,15,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
UU,Amoonguss,591,Effect Spore~Regenerator,Grass~Poison,114,85,70,85,80,30,6,105,Mushroom Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,162,75,Grass,20,70,FALSE,Foongus,White,Arms,15,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
LC,Frillish,592,Water Absorb~Cursed Body~Damp,Water~Ghost,55,40,50,65,85,40,12,330,Floating Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,67,190,Amorphous,20,70,TRUE,,White,Tentacles,2,0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1
PU,Jellicent,593,Water Absorb~Cursed Body~Damp,Water~Ghost,100,60,70,85,105,60,22,1350,Floating Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,168,60,Amorphous,20,70,FALSE,Frillish,White,Tentacles,2,0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1
LC,Joltik,595,Compound Eyes~Unnerve~Swarm,Bug~Electric,50,47,50,57,50,65,1,6,Attaching Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,64,190,Bug,20,70,TRUE,,Yellow,Armor,4,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
PU,Galvantula,596,Compound Eyes~Unnerve~Swarm,Bug~Electric,70,77,60,97,60,108,8,143,EleSpider Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,165,75,Bug,20,70,FALSE,Joltik,Yellow,Armor,4,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
PU,Ferroseed,597,Iron Barbs,Grass~Steel,44,50,91,24,86,10,6,188,Thorn Seed Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,255,Grass~Mineral,20,70,TRUE,,Gray,Ball,3,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
LC,Ferroseed,597,Iron Barbs,Grass~Steel,44,50,91,24,86,10,6,188,Thorn Seed Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,255,Grass~Mineral,20,70,TRUE,,Gray,Ball,3,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
OU,Ferrothorn,598,Iron Barbs~Anticipation,Grass~Steel,74,94,131,54,116,20,10,1100,Thorn Pod Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,171,90,Grass~Mineral,20,70,FALSE,Ferroseed,Gray,Tentacles,3,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
LC,Klink,599,Plus~Minus~Clear Body,Steel,40,55,70,45,60,30,3,210,Gear Pokémon,5,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,60,130,Mineral,20,70,TRUE,,Gray,Heads,11,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
NFE,Klang,600,Plus~Minus~Clear Body,Steel,60,80,95,70,85,50,6,510,Gear Pokémon,5,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,154,60,Mineral,20,70,TRUE,Klink,Gray,Heads,11,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
(PU),Klinklang,601,Plus~Minus~Clear Body,Steel,60,100,115,70,85,90,6,810,Gear Pokémon,5,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,234,30,Mineral,20,70,FALSE,Klang,Gray,Heads,11,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
